char_count,word_count,unique_word_count,sentence_count,avg_word_length,std_word_length,avg_sentence_length,std_sentence_length,type_token_ratio,punctuation_ratio,comma_ratio,period_ratio,exclamation_ratio,question_ratio,semicolon_ratio,colon_ratio,repeated_punctuation_ratio,uppercase_ratio,digit_ratio,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,pronoun_ratio,conjunction_ratio,stopword_ratio,negation_ratio,intensifier_ratio,certainty_ratio,syllable_count,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,sentiment_polarity,sentiment_subjectivity,repeated_word_count,repeated_word_ratio
110,19,15,2,4.2631578947368425,2.2674378135303175,9.5,5.5,0.7894736842105263,0.02727272727272727,0.01818181818181818,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.02727272727272727,0.0,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.5789473684210527,0.0,0.0,0.0,25,85.87671052631579,3.641315789473687,5.905263157894737,0.3,0.45999999999999996,1,0.05263157894736842
545,101,70,13,4.079207920792079,2.151136785892619,7.769230769230769,6.79540394626393,0.693069306930693,0.023853211009174313,0.0,0.014678899082568808,0.001834862385321101,0.001834862385321101,0.0,0.0,0.0,0.04954128440366973,0.009174311926605505,0.24752475247524752,0.12871287128712872,0.06930693069306931,0.0891089108910891,0.13861386138613863,0.0594059405940594,0.5445544554455446,0.009900990099009901,0.039603960396039604,0.0,143,79.95400000000001,4.6910000000000025,7.621538461538461,0.33320707070707073,0.5393939393939394,0,0.0
105,21,19,3,3.9047619047619047,1.8491893179950094,7.0,6.377042156569663,0.9047619047619048,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.5714285714285714,0.047619047619047616,0.0,0.0,29,79.34892857142859,4.800238095238097,6.104761904761905,-0.4666666666666666,0.46666666666666673,0,0.0
41,7,7,1,4.571428571428571,2.3211538298959886,7.0,0.0,1.0,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,10,78.87285714285717,3.997142857142858,8.514285714285714,0.3111111111111111,0.607936507936508,0,0.0
27,4,4,1,5.75,2.5860201081971503,4.0,0.0,1.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,7,54.72500000000002,6.620000000000001,11.600000000000001,0.25,0.25,0,0.0
166,33,26,3,3.878787878787879,2.306217889750357,11.0,1.4142135623730951,0.7878787878787878,0.030120481927710843,0.0,0.018072289156626505,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,0.0,0.21212121212121213,0.12121212121212122,0.15151515151515152,0.0,0.09090909090909091,0.09090909090909091,0.5151515151515151,0.0,0.0,0.0,40,90.25833333333335,3.3200000000000003,8.016666666666666,0.3840909090909091,0.5625,0,0.0
73,15,14,3,3.6666666666666665,1.5347819244295118,5.0,2.160246899469287,0.9333333333333333,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0136986301369863,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.6,0.0,0.0,0.0,16,111.52000000000002,-1.053333333333331,2.0,0.45,0.45,1,0.06666666666666667
21,4,4,1,4.25,1.479019945774904,4.0,0.0,1.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8,33.57500000000002,9.57,11.600000000000001,0.0,0.0,0,0.0
102,18,18,2,4.5,2.362907813126304,9.0,4.0,1.0,0.029411764705882353,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.5555555555555556,0.0,0.05555555555555555,0.0,26,75.50000000000003,4.964444444444446,5.822222222222223,0.7333333333333334,0.5,0,0.0
116,20,19,2,4.4,2.3748684174075834,10.0,3.0,0.95,0.04310344827586207,0.008620689655172414,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.2,0.15,0.1,0.05,0.1,0.05,0.55,0.0,0.0,0.0,27,82.47500000000001,4.240000000000002,6.0,-0.08928571428571429,0.39285714285714285,0,0.0
